"","sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"Innoculation","Innoculation","MOC_Lung","MOC_Lung","MOC_Lung","MOC_Lung","MOC_Lung","PBS_Lung","PBS_Lung","PBS_Lung","PBS_Lung","PBS_Lung","MOC_Oral","MOC_Oral","MOC_Oral","MOC_Oral","MOC_Oral"
"map04210..Apoptosis","map04210..Apoptosis","196","201","191","159","195","175","187","169","222","215","199","168","168","200","180"
"map04211..Longevity.regulating.pathway","map04211..Longevity.regulating.pathway","22","19","26","22","27","20","11","18","33","25","25","28","14","23","26"
"map04212..Longevity.regulating.pathway...worm","map04212..Longevity.regulating.pathway...worm","55","61","43","50","66","43","37","38","64","46","37","53","42","51","52"
"map04213..Longevity.regulating.pathway...multiple.species","map04213..Longevity.regulating.pathway...multiple.species"," 93"," 82"," 96"," 73"," 94"," 89"," 71"," 73","112"," 95"," 87"," 70"," 59","111"," 99"
"map04214..Apoptosis...fly","map04214..Apoptosis...fly","27","25","26","23","23","27","26","19","43","26","28","23","19","25","23"
"map04215..Apoptosis...multiple.species","map04215..Apoptosis...multiple.species","1","2","3","2","2","2","2","1","3","1","2","4","2","5","1"
"map04216..Ferroptosis","map04216..Ferroptosis","19","27","15","14","22","10"," 8","10","15","19","11"," 5"," 6"," 9"," 9"
"map04217..Necroptosis","map04217..Necroptosis","114","133"," 91"," 97"," 91"," 66","109"," 67"," 86","119"," 79"," 85"," 74"," 90"," 85"
"map04218..Cellular.senescence","map04218..Cellular.senescence","66","75","67","72","70","51","75","45","89","80","87","68","73","85","62"
"map04260..Cardiac.muscle.contraction","map04260..Cardiac.muscle.contraction"," 66"," 92"," 81"," 57"," 65","107"," 88"," 56","113"," 90"," 91"," 78"," 52"," 77"," 86"
"map04261..Adrenergic.signaling.in.cardiomyocytes","map04261..Adrenergic.signaling.in.cardiomyocytes"," 97","122","123"," 93"," 87","108","109"," 73","118"," 92","105"," 78","105","117","101"
"map04270..Vascular.smooth.muscle.contraction","map04270..Vascular.smooth.muscle.contraction","59","85","64","58","57","56","74","45","86","69","79","62","71","85","57"
"map04310..Wnt.signaling.pathway","map04310..Wnt.signaling.pathway","48","51","52","39","42","48","53","49","64","47","49","66","49","45","53"
"map04320..Dorso.ventral.axis.formation","map04320..Dorso.ventral.axis.formation"," 6","10","10"," 5"," 7"," 7"," 8"," 4","18"," 9","12"," 6"," 7","10"," 9"
"map04330..Notch.signaling.pathway","map04330..Notch.signaling.pathway","21","16","16"," 9","22","12","11","11","22","18","12","18","10","19","15"
"map04340..Hedgehog.signaling.pathway","map04340..Hedgehog.signaling.pathway"," 8","13","15"," 4","11","10","12","10","12","10"," 6","16"," 9"," 9"," 9"
"map04341..Hedgehog.signaling.pathway...fly","map04341..Hedgehog.signaling.pathway...fly","10","16","19"," 6","15","11","12","11","14","11"," 7","20","10","10","15"
"map04350..TGF.beta.signaling.pathway","map04350..TGF.beta.signaling.pathway","13","36","33","23","21","21","22","10","29","19","18","18","19","33","25"
"map04360..Axon.guidance","map04360..Axon.guidance","43","43","47","31","42","44","40","45","61","54","60","41","37","48","42"
"map04361..Axon.regeneration","map04361..Axon.regeneration","26","23","27","23","23","28","20","21","37","26","26","29","28","27","31"
"map04370..VEGF.signaling.pathway","map04370..VEGF.signaling.pathway","25","26","22","19","25","27","22","27","44","29","42","28","24","30","29"
"map04371..Apelin.signaling.pathway","map04371..Apelin.signaling.pathway","63","60","59","62","67","59","71","54","85","70","77","69","61","76","71"
"map04380..Osteoclast.differentiation","map04380..Osteoclast.differentiation","20","18","12","11","17","18","19","21","30","19","32","22","21","21","22"
"map04390..Hippo.signaling.pathway","map04390..Hippo.signaling.pathway","125","129","116"," 91","113","104","122"," 90","140","121","114"," 94","107","130","114"
"map04391..Hippo.signaling.pathway...fly","map04391..Hippo.signaling.pathway...fly"," 93"," 91"," 91"," 65"," 88"," 92"," 90"," 70","107"," 87"," 84"," 68"," 74"," 98"," 90"
"map04392..Hippo.signaling.pathway...multiple.species","map04392..Hippo.signaling.pathway...multiple.species"," 6"," 1","10"," 6"," 5","10"," 8","10","10"," 7","18"," 3"," 4","10"," 6"
"map04510..Focal.adhesion","map04510..Focal.adhesion","135","139","119"," 97","117","108","127","112","140","134","131","107","114","132","127"
"map04512..ECM.receptor.interaction","map04512..ECM.receptor.interaction","2","6","4","3","0","1","4","1","3","1","2","3","4","2","2"
"map04520..Adherens.junction","map04520..Adherens.junction"," 99"," 90"," 88"," 68"," 98"," 87","100"," 79","110"," 98"," 94"," 75"," 78"," 95"," 93"
"map04530..Tight.junction","map04530..Tight.junction","258","259","244","198","220","254","243","212","292","260","238","223","223","248","241"
"map04540..Gap.junction","map04540..Gap.junction","180","177","190","152","170","158","172","166","202","197","174","157","167","178","170"
"map04550..Signaling.pathways.regulating.pluripotency.of.stem.cells","map04550..Signaling.pathways.regulating.pluripotency.of.stem.cells"," 9","17","18"," 8","11","14","17","11","26","15","16","13","13","13","20"
"map04611..Platelet.activation","map04611..Platelet.activation","114","116","100"," 87","112"," 89","116"," 95","123","123","118"," 92","108","117","116"
"map04612..Antigen.processing.and.presentation","map04612..Antigen.processing.and.presentation"," 85"," 81"," 83"," 74"," 73"," 83"," 90"," 77"," 88"," 86"," 97"," 66"," 79","110"," 92"
"map04614..Renin.angiotensin.system","map04614..Renin.angiotensin.system","21","18"," 6","11","13"," 6"," 1"," 2"," 5","14"," 2"," 5"," 7","10"," 9"
"map04620..Toll.like.receptor.signaling.pathway","map04620..Toll.like.receptor.signaling.pathway","17","15","11"," 8","11","15","13","14","23","10","21","12","15","15","17"
"map04621..NOD.like.receptor.signaling.pathway","map04621..NOD.like.receptor.signaling.pathway","48","64","59","58","48","31","63","38","50","62","53","47","48","62","52"
"map04622..RIG.I.like.receptor.signaling.pathway","map04622..RIG.I.like.receptor.signaling.pathway"," 9"," 9"," 9","14"," 6"," 9"," 8"," 3","13"," 4","10","10"," 7"," 3","13"
"map04623..Cytosolic.DNA.sensing.pathway","map04623..Cytosolic.DNA.sensing.pathway","21","23","22","22","30","27","27","27","23","27","17","20","11","27","22"
"map04624..Toll.and.Imd.signaling.pathway","map04624..Toll.and.Imd.signaling.pathway","30","19","31","30","23","28","28","22","31","16","21","19","18","29","18"
"map04625..C.type.lectin.receptor.signaling.pathway","map04625..C.type.lectin.receptor.signaling.pathway","27","32","40","33","38","37","45","28","54","43","49","35","36","47","42"
"map04626..Plant.pathogen.interaction","map04626..Plant.pathogen.interaction","67","75","53","57","54","37","73","41","49","64","55","43","42","65","53"
"map04630..JAK.STAT.signaling.pathway","map04630..JAK.STAT.signaling.pathway","5","3","2","2","2","3","2","2","4","3","4","7","7","2","3"
"map04650..Natural.killer.cell.mediated.cytotoxicity","map04650..Natural.killer.cell.mediated.cytotoxicity","28","24","21","14","21","25","20","27","39","27","39","23","21","27","25"
"map04657..IL.17.signaling.pathway","map04657..IL.17.signaling.pathway","40","54","42","34","27","25","58","35","37","46","40","35","37","44","44"
"map04658..Th1.and.Th2.cell.differentiation","map04658..Th1.and.Th2.cell.differentiation"," 6","10"," 6"," 8","10"," 9","15","12","16","13","22","15","14","14","14"
"map04659..Th17.cell.differentiation","map04659..Th17.cell.differentiation","43","54","37","38","33","27","58","38","39","52","54","43","45","47","47"
"map04660..T.cell.receptor.signaling.pathway","map04660..T.cell.receptor.signaling.pathway","20","29","39","26","28","35","32","29","44","38","43","34","26","36","36"
"map04662..B.cell.receptor.signaling.pathway","map04662..B.cell.receptor.signaling.pathway","26","26","23","12","22","23","25","25","45","29","33","29","20","25","27"
"map04664..Fc.epsilon.RI.signaling.pathway","map04664..Fc.epsilon.RI.signaling.pathway","22","23","22","14","15","24","14","18","35","15","30","18","18","22","24"
"map04666..Fc.gamma.R.mediated.phagocytosis","map04666..Fc.gamma.R.mediated.phagocytosis","56","42","32","29","36","50","30","43","48","38","45","35","41","44","38"
"map04668..TNF.signaling.pathway","map04668..TNF.signaling.pathway"," 4"," 7"," 8"," 6"," 5"," 8","13"," 5","11"," 7","11"," 9","11","10","11"
"map04670..Leukocyte.transendothelial.migration","map04670..Leukocyte.transendothelial.migration"," 97"," 89"," 85"," 67"," 97"," 85"," 88"," 89","102","100"," 95"," 73"," 78"," 89"," 99"
"map04710..Circadian.rhythm","map04710..Circadian.rhythm","3","9","8","3","9","4","3","1","3","4","3","8","3","4","6"
"map04711..Circadian.rhythm...fly","map04711..Circadian.rhythm...fly","3","5","6","1","2","4","7","5","6","5","0","6","2","2","5"
"map04712..Circadian.rhythm...plant","map04712..Circadian.rhythm...plant"," 8"," 4","11"," 6"," 8"," 8","14"," 6"," 8"," 5","10"," 5"," 7"," 8"," 6"
"map04713..Circadian.entrainment","map04713..Circadian.entrainment","40","41","39","36","43","35","49","32","52","52","51","39","40","52","40"
"map04714..Thermogenesis","map04714..Thermogenesis","207","216","195","170","204","220","223","175","253","231","237","198","156","215","213"
"map04720..Long.term.potentiation","map04720..Long.term.potentiation","58","66","53","51","55","42","68","49","76","67","78","59","64","76","61"
"map04721..Synaptic.vesicle.cycle","map04721..Synaptic.vesicle.cycle","73","45","40","47","37","50","49","45","51","57","52","46","55","55","54"
"map04722..Neurotrophin.signaling.pathway","map04722..Neurotrophin.signaling.pathway","50","55","65","44","54","55","58","46","81","57","63","52","48","71","62"
"map04723..Retrograde.endocannabinoid.signaling","map04723..Retrograde.endocannabinoid.signaling","51","56","47","49","48","43","54","49","56","55","66","48","45","56","53"
"map04724..Glutamatergic.synapse","map04724..Glutamatergic.synapse","47","47","27","35","47","31","36","39","43","55","54","44","36","42","34"
"map04725..Cholinergic.synapse","map04725..Cholinergic.synapse","31","33","29","25","35","26","30","26","45","43","40","28","25","35","30"
"map04726..Serotonergic.synapse","map04726..Serotonergic.synapse","33","33","37","26","32","26","30","26","46","48","42","30","30","36","32"
"map04727..GABAergic.synapse","map04727..GABAergic.synapse","45","39","26","31","36","24","26","26","31","43","34","31","21","30","25"
"map04728..Dopaminergic.synapse","map04728..Dopaminergic.synapse","107","128","134","109","102","105","117"," 89","130","119","117","102","103","126","107"
"map04730..Long.term.depression","map04730..Long.term.depression","14","28","28","19","17","21","19","15","31","21","25"," 8","20","31","22"
"map04740..Olfactory.transduction","map04740..Olfactory.transduction","34","29","31","28","34","28","39","22","43","41","35","36","28","41","33"
"map04742..Taste.transduction","map04742..Taste.transduction","3","1","3","2","2","3","3","3","5","2","4","6","5","4","4"
"map04744..Phototransduction","map04744..Phototransduction","31","28","28","26","32","25","36","19","38","39","31","30","23","37","29"
"map04745..Phototransduction...fly","map04745..Phototransduction...fly","84","77","71","60","85","73","89","65","89","86","74","67","69","84","82"
"map04750..Inflammatory.mediator.regulation.of.TRP.channels","map04750..Inflammatory.mediator.regulation.of.TRP.channels","45","50","43","45","41","33","52","31","52","46","54","43","53","58","46"
"map04810..Regulation.of.actin.cytoskeleton","map04810..Regulation.of.actin.cytoskeleton","164","162","135","106","143","144","139","122","181","155","154","128","136","158","141"
"map04910..Insulin.signaling.pathway","map04910..Insulin.signaling.pathway","143","149","144","123","147","109","143","111","168","141","147","140","120","148","140"
"map04911..Insulin.secretion","map04911..Insulin.secretion"," 9"," 7"," 6"," 5"," 3"," 9"," 6"," 8"," 7"," 7"," 6"," 8","11"," 5"," 9"
"map04912..GnRH.signaling.pathway","map04912..GnRH.signaling.pathway","24","31","36","31","31","34","38","26","47","32","43","32","34","46","36"
