"","sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15"
"Innoculation","Innoculation","MOC_Lung","MOC_Lung","MOC_Lung","MOC_Lung","MOC_Lung","PBS_Lung","PBS_Lung","PBS_Lung","PBS_Lung","PBS_Lung","MOC_Oral","MOC_Oral","MOC_Oral","MOC_Oral","MOC_Oral"
"map04142..Lysosome","map04142..Lysosome"," 6064"," 1349"," 3448"," 4251"," 5452"," 2967"," 4950"," 3502","14766","12341"," 9152","10236"," 6388"," 7111"," 5499"
"map04144..Endocytosis","map04144..Endocytosis","20926"," 4649","11540","15008","20914","10302","18281","13688","51933","45332","30629","35354","21075","26204","20374"
"map04145..Phagosome","map04145..Phagosome"," 58754"," 12863"," 29704"," 44406"," 53561"," 28272"," 43682"," 38744","136765","116124"," 70073"," 80911"," 60555"," 60961"," 43532"
"map04146..Peroxisome","map04146..Peroxisome"," 6659"," 1708"," 4695"," 4983"," 7829"," 4164"," 5963"," 4502","15971","12628","10157","10480"," 6796"," 8591"," 6239"
"map04150..mTOR.signaling.pathway","map04150..mTOR.signaling.pathway"," 7475"," 1797"," 5364"," 5471"," 7710"," 4525"," 7192"," 5424","18414","15664","11310","12867"," 7730"," 9419"," 7092"
"map04151..PI3K.Akt.signaling.pathway","map04151..PI3K.Akt.signaling.pathway","19348"," 4543","12203","14140","19315","10793","17626","13638","47866","41107","28207","32255","20385","23998","18949"
"map04152..AMPK.signaling.pathway","map04152..AMPK.signaling.pathway","14218"," 3435","12021","10071","15716"," 9662","14454","11145","39053","34126","26379","28414","15770","21460","15796"
"map04210..Apoptosis","map04210..Apoptosis"," 44630","  9591"," 22034"," 33795"," 39979"," 21217"," 31984"," 29699","102163"," 85248"," 50047"," 58254"," 44394"," 43538"," 31013"
"map04211..Longevity.regulating.pathway","map04211..Longevity.regulating.pathway","3440"," 892","2232","2397","4047","2041","3027","2186","8593","6620","5220","5529","3352","4181","3104"
"map04212..Longevity.regulating.pathway...worm","map04212..Longevity.regulating.pathway...worm"," 6214"," 1624"," 3427"," 4408"," 7518"," 3180"," 5030"," 4229","15427","11597"," 8448"," 9299"," 6059"," 6720"," 5332"
"map04213..Longevity.regulating.pathway...multiple.species","map04213..Longevity.regulating.pathway...multiple.species","10233"," 2673"," 6726"," 7085","11582"," 5673"," 9321"," 7685","26685","23175","16284","17506"," 9839","13932","10987"
"map04214..Apoptosis...fly","map04214..Apoptosis...fly","2852"," 762","1997","2050","3034","1876","3147","2261","8221","6452","4872","5303","3320","3933","3067"
"map04215..Apoptosis...multiple.species","map04215..Apoptosis...multiple.species","153"," 41"," 88","107","159","104","157","124","410","336","261","293","182","218","154"
"map04216..Ferroptosis","map04216..Ferroptosis","1488"," 492"," 669","1042","2377"," 625"," 921"," 910","3987","1987","1463","1545","1456","1040"," 956"
"map04217..Necroptosis","map04217..Necroptosis"," 9808"," 2333"," 5948"," 7265","10388"," 5222"," 8453"," 7097","23771","20338","14241","15701","10587","11942","10154"
"map04218..Cellular.senescence","map04218..Cellular.senescence","10187"," 2243"," 5862"," 7287","10014"," 5515"," 9334"," 6830","25380","21175","14937","17506","10864","12391"," 9620"
"map04260..Cardiac.muscle.contraction","map04260..Cardiac.muscle.contraction","15942"," 5329","13690","12513","20589","13699","20993","18466","36494","30650","21460","25159","13910","19070","14568"
"map04261..Adrenergic.signaling.in.cardiomyocytes","map04261..Adrenergic.signaling.in.cardiomyocytes","11769"," 2602"," 7241"," 8597","11662"," 6705","11112"," 8649","30251","25609","17869","21261","12509","15135","11443"
"map04270..Vascular.smooth.muscle.contraction","map04270..Vascular.smooth.muscle.contraction","11090"," 2543"," 7167"," 8392","12089"," 6636","10960"," 8341","29488","25521","17554","20620","11859","15046","11235"
"map04310..Wnt.signaling.pathway","map04310..Wnt.signaling.pathway"," 4216"," 1042"," 2865"," 3292"," 4599"," 2441"," 3974"," 2702","11167"," 9420"," 6574"," 7558"," 4392"," 5663"," 4217"
"map04320..Dorso.ventral.axis.formation","map04320..Dorso.ventral.axis.formation","1054"," 317"," 945"," 811","1252"," 827","1369"," 999","3581","2965","2178","2384","1334","1813","1420"
"map04330..Notch.signaling.pathway","map04330..Notch.signaling.pathway"," 508"," 112"," 320"," 323"," 512"," 310"," 480"," 342","1372","1088"," 875"," 951"," 544"," 743"," 561"
"map04340..Hedgehog.signaling.pathway","map04340..Hedgehog.signaling.pathway"," 910"," 220"," 622"," 661","1036"," 579"," 924"," 620","2648","2160","1685","1823","1000","1328","1016"
"map04341..Hedgehog.signaling.pathway...fly","map04341..Hedgehog.signaling.pathway...fly","1089"," 254"," 730"," 785","1203"," 676","1082"," 722","3060","2480","1940","2170","1177","1523","1193"
"map04350..TGF.beta.signaling.pathway","map04350..TGF.beta.signaling.pathway","2501"," 621","1764","2021","2829","1557","2550","1898","6767","5685","3966","4755","2595","3386","2589"
"map04360..Axon.guidance","map04360..Axon.guidance"," 6137"," 1634"," 4554"," 4817"," 6711"," 3783"," 6160"," 4444","16846","14592"," 9929","11414"," 6726"," 8614"," 6531"
"map04361..Axon.regeneration","map04361..Axon.regeneration","2777"," 696","1981","2238","3155","1575","2557","1849","7150","6159","4063","4692","2911","3626","2645"
"map04370..VEGF.signaling.pathway","map04370..VEGF.signaling.pathway"," 3931"," 1048"," 2917"," 3030"," 4171"," 2460"," 4049"," 2832","10862"," 9396"," 6484"," 7330"," 4334"," 5676"," 4319"
"map04371..Apelin.signaling.pathway","map04371..Apelin.signaling.pathway","12835"," 2981"," 8669"," 9181","12805"," 7436","12023"," 9128","31322","26411","18516","21683","13599","16034","11852"
"map04380..Osteoclast.differentiation","map04380..Osteoclast.differentiation","2574"," 707","1956","1922","2723","1602","2588","1841","6874","5863","4195","4740","2761","3661","2710"
"map04390..Hippo.signaling.pathway","map04390..Hippo.signaling.pathway","38351"," 7499","17541","29056","34102","17888","27632","24631","90659","74948","44631","53125","37587","37978","27904"
"map04391..Hippo.signaling.pathway...fly","map04391..Hippo.signaling.pathway...fly","36044"," 7054","16222","27456","31871","16735","25600","23292","85155","70084","41291","48951","35208","35133","25724"
"map04392..Hippo.signaling.pathway...multiple.species","map04392..Hippo.signaling.pathway...multiple.species"," 814"," 197"," 494"," 640"," 904"," 544"," 841"," 594","2308","2073","1419","1711"," 983","1166"," 950"
"map04510..Focal.adhesion","map04510..Focal.adhesion","37911"," 7676","18348","29089","34217","17974","27739","24658","90008","74605","44361","52766","37227","38398","27963"
"map04512..ECM.receptor.interaction","map04512..ECM.receptor.interaction"," 7"," 3"," 6"," 9"," 6"," 4"," 8"," 7","45","24","11","10"," 4"," 2"," 9"
"map04520..Adherens.junction","map04520..Adherens.junction","35014"," 7097","16619","26915","31319","16498","25174","22918","82957","68475","40062","47455","34107","34808","25234"
"map04530..Tight.junction","map04530..Tight.junction"," 53558"," 11630"," 27577"," 40794"," 49693"," 26226"," 40340"," 35935","125029","105788"," 63553"," 74245"," 53703"," 55549"," 39723"
"map04540..Gap.junction","map04540..Gap.junction","19762"," 5091","11626","14620","18879","10318","15695","13990","44784","39458","23666","26959","21843","21293","14721"
"map04550..Signaling.pathways.regulating.pluripotency.of.stem.cells","map04550..Signaling.pathways.regulating.pluripotency.of.stem.cells","1572"," 446","1307","1208","1842","1183","1877","1368","5072","4264","3194","3464","1911","2597","2055"
"map04611..Platelet.activation","map04611..Platelet.activation","36871"," 7467","17799","28279","33290","17530","26991","24209","88076","72588","43209","51464","36354","37363","26967"
"map04612..Antigen.processing.and.presentation","map04612..Antigen.processing.and.presentation","15380"," 3775"," 8674","11005","15147"," 7265","12867","10989","36581","32583","21463","23542","15064","18889","16013"
"map04614..Renin.angiotensin.system","map04614..Renin.angiotensin.system","2723"," 669","2952","1930","3141","2223","3250","2439","9955","8954","5494","6901","3576","6462","4161"
"map04620..Toll.like.receptor.signaling.pathway","map04620..Toll.like.receptor.signaling.pathway","1801"," 501","1547","1382","1993","1178","1851","1426","4889","4213","2986","3336","2003","2660","1970"
"map04621..NOD.like.receptor.signaling.pathway","map04621..NOD.like.receptor.signaling.pathway","10858"," 2456"," 5841"," 8263","11103"," 5766"," 9430"," 7431","26478","22668","15139","17313","11623","12788","10826"
"map04622..RIG.I.like.receptor.signaling.pathway","map04622..RIG.I.like.receptor.signaling.pathway"," 967"," 194"," 391"," 759","1117"," 445"," 828"," 560","2569","2305","1390","1861"," 928","1226"," 908"
"map04623..Cytosolic.DNA.sensing.pathway","map04623..Cytosolic.DNA.sensing.pathway"," 479"," 155"," 361"," 368"," 527"," 324"," 478"," 381","1425","1115"," 859"," 897"," 693"," 772"," 568"
"map04624..Toll.and.Imd.signaling.pathway","map04624..Toll.and.Imd.signaling.pathway"," 756"," 191"," 489"," 554"," 822"," 484"," 735"," 566","1903","1607","1250","1348"," 798","1039"," 768"
"map04625..C.type.lectin.receptor.signaling.pathway","map04625..C.type.lectin.receptor.signaling.pathway"," 7617"," 1708"," 4563"," 5751"," 7812"," 4341"," 7193"," 5268","19218","16024","11183","13006"," 8056"," 9336"," 7308"
"map04626..Plant.pathogen.interaction","map04626..Plant.pathogen.interaction","10595"," 2323"," 5589"," 7829","10375"," 5470"," 9033"," 7277","24743","21208","14216","15967","11219","12041","10226"
"map04630..JAK.STAT.signaling.pathway","map04630..JAK.STAT.signaling.pathway","424"," 98","231","291","391","203","328","237","911","867","599","656","478","486","347"
"map04650..Natural.killer.cell.mediated.cytotoxicity","map04650..Natural.killer.cell.mediated.cytotoxicity","3171"," 853","2410","2421","3383","1983","3306","2298","8925","7604","5388","6015","3542","4576","3472"
"map04657..IL.17.signaling.pathway","map04657..IL.17.signaling.pathway"," 6925"," 1705"," 4052"," 5248"," 7078"," 3904"," 6363"," 5223","17564","15222","10345","11403"," 7618"," 8832"," 7661"
"map04658..Th1.and.Th2.cell.differentiation","map04658..Th1.and.Th2.cell.differentiation","1587"," 463","1151","1181","1692","1100","1774","1228","4679","3904","2950","3354","1766","2470","1831"
"map04659..Th17.cell.differentiation","map04659..Th17.cell.differentiation"," 7509"," 1873"," 4287"," 5600"," 7553"," 4196"," 6866"," 5476","18915","16387","11093","12301"," 8184"," 9490"," 8083"
"map04660..T.cell.receptor.signaling.pathway","map04660..T.cell.receptor.signaling.pathway"," 4051"," 1062"," 2789"," 3191"," 4460"," 2560"," 4210"," 2926","11286"," 9760"," 6723"," 7793"," 4371"," 5754"," 4455"
"map04662..B.cell.receptor.signaling.pathway","map04662..B.cell.receptor.signaling.pathway","2964"," 809","2265","2227","3205","1900","3137","2155","8401","7173","5110","5635","3276","4340","3323"
"map04664..Fc.epsilon.RI.signaling.pathway","map04664..Fc.epsilon.RI.signaling.pathway","2495"," 694","2111","1939","2798","1651","2702","1988","7255","6230","4435","4821","2916","3792","2879"
"map04666..Fc.gamma.R.mediated.phagocytosis","map04666..Fc.gamma.R.mediated.phagocytosis"," 6525"," 1469"," 4064"," 4968"," 6445"," 3362"," 5537"," 4023","15680","13310"," 9218","10429"," 7052"," 7821"," 5919"
"map04668..TNF.signaling.pathway","map04668..TNF.signaling.pathway"," 992"," 296"," 860"," 785","1171"," 768","1210"," 940","3131","2610","2039","2314","1211","1712","1303"
"map04670..Leukocyte.transendothelial.migration","map04670..Leukocyte.transendothelial.migration","35973"," 7313","17289","27796","32354","16892","25804","23416","84855","70207","41265","48799","35278","35842","25930"
"map04710..Circadian.rhythm","map04710..Circadian.rhythm"," 413","  96"," 265"," 312"," 444"," 237"," 375"," 291","1088"," 873"," 694"," 872"," 423"," 528"," 411"
"map04711..Circadian.rhythm...fly","map04711..Circadian.rhythm...fly","296"," 65","181","213","320","186","272","180","801","707","575","592","307","415","356"
"map04712..Circadian.rhythm...plant","map04712..Circadian.rhythm...plant"," 397","  84"," 210"," 286"," 365"," 217"," 353"," 240","1075"," 940"," 647"," 679"," 393"," 528"," 413"
"map04713..Circadian.entrainment","map04713..Circadian.entrainment"," 9298"," 2126"," 5883"," 6788"," 9294"," 5245"," 8726"," 6503","23554","19808","13841","16346","10112","11881"," 8852"
"map04714..Thermogenesis","map04714..Thermogenesis"," 55459"," 13418"," 33660"," 42392"," 56256"," 32987"," 50183"," 44641","129088","106940"," 67803"," 79287"," 52964"," 59000"," 43436"
"map04720..Long.term.potentiation","map04720..Long.term.potentiation"," 9397"," 2020"," 5552"," 6909"," 9351"," 5204"," 8777"," 6223","23608","19730","13816","16231","10071","11618"," 8909"
"map04721..Synaptic.vesicle.cycle","map04721..Synaptic.vesicle.cycle"," 5422"," 1126"," 2645"," 3834"," 4841"," 2617"," 4556"," 3288","13417","11089"," 8111"," 9185"," 5600"," 6364"," 4955"
"map04722..Neurotrophin.signaling.pathway","map04722..Neurotrophin.signaling.pathway","11667"," 2521"," 6806"," 8933","11920"," 6462","10665"," 7902","29003","24850","16676","19568","12307","14048","11096"
"map04723..Retrograde.endocannabinoid.signaling","map04723..Retrograde.endocannabinoid.signaling"," 6351"," 1672"," 4739"," 4780"," 6815"," 4013"," 6447"," 4869","17377","14827","10570","12434"," 7235"," 9195"," 6589"
"map04724..Glutamatergic.synapse","map04724..Glutamatergic.synapse"," 6697"," 1681"," 4739"," 4930"," 7350"," 4018"," 6725"," 4784","18424","15721","11128","13512"," 7251"," 9707"," 7054"
"map04725..Cholinergic.synapse","map04725..Cholinergic.synapse"," 5202"," 1370"," 3929"," 3859"," 5560"," 3255"," 5443"," 3950","14904","12603"," 8884","10465"," 6025"," 7789"," 5582"
"map04726..Serotonergic.synapse","map04726..Serotonergic.synapse"," 5451"," 1421"," 3976"," 4066"," 5853"," 3239"," 5457"," 3969","14954","12646"," 8910","10477"," 6137"," 7793"," 5622"
"map04727..GABAergic.synapse","map04727..GABAergic.synapse"," 5446"," 1310"," 3820"," 4040"," 6023"," 3198"," 5317"," 3820","14794","12675"," 8845","10917"," 5926"," 7777"," 5651"
"map04728..Dopaminergic.synapse","map04728..Dopaminergic.synapse","14156"," 3134"," 8537","10230","14007"," 7699","12866"," 9233","35120","29839","20861","24576","14796","17714","13260"
"map04730..Long.term.depression","map04730..Long.term.depression","3039"," 815","2429","2357","3314","2011","3296","2500","8980","7686","5449","6107","3580","4585","3461"
"map04740..Olfactory.transduction","map04740..Olfactory.transduction"," 7531"," 1609"," 4313"," 5406"," 7278"," 4015"," 6736"," 4963","18183","15208","10488","12546"," 7944"," 9033"," 6761"
"map04742..Taste.transduction","map04742..Taste.transduction"," 390","  99"," 281"," 290"," 455"," 270"," 447"," 285","1270"," 978"," 711"," 803"," 475"," 629"," 417"
"map04744..Phototransduction","map04744..Phototransduction"," 7141"," 1510"," 4032"," 5116"," 6823"," 3745"," 6289"," 4678","16913","14230"," 9777","11743"," 7469"," 8404"," 6344"
"map04745..Phototransduction...fly","map04745..Phototransduction...fly","36465"," 7155","16688","27698","32168","16932","25933","23625","85089","69780","41415","48878","35606","35373","25851"
"map04750..Inflammatory.mediator.regulation.of.TRP.channels","map04750..Inflammatory.mediator.regulation.of.TRP.channels"," 7522"," 1511"," 4236"," 5434"," 7308"," 3976"," 6695"," 4837","18095","15158","10562","12509"," 7945"," 8864"," 6795"
"map04810..Regulation.of.actin.cytoskeleton","map04810..Regulation.of.actin.cytoskeleton"," 43164","  8970"," 21926"," 33034"," 40033"," 21130"," 32907"," 28801","104554"," 87408"," 53110"," 62598"," 43043"," 45879"," 33371"
"map04910..Insulin.signaling.pathway","map04910..Insulin.signaling.pathway","13200"," 2989"," 8999"," 9330","13187"," 7416","12001"," 9206","31443","26311","19191","21767","13771","15894","12060"
"map04911..Insulin.secretion","map04911..Insulin.secretion","1034"," 239"," 731"," 812","1098"," 694","1078"," 769","2998","2432","1814","2034","1233","1518","1102"
"map04912..GnRH.signaling.pathway","map04912..GnRH.signaling.pathway"," 7289"," 1617"," 4504"," 5439"," 7358"," 4244"," 6969"," 5183","18650","15667","10975","12540"," 7940"," 9213"," 7174"
"map04913..Ovarian.steroidogenesis","map04913..Ovarian.steroidogenesis"," 457"," 112"," 324"," 353"," 537"," 302"," 515"," 333","1456","1121"," 823"," 938"," 556"," 721"," 501"
"map04914..Progesterone.mediated.oocyte.maturation","map04914..Progesterone.mediated.oocyte.maturation"," 8376"," 2145"," 5353"," 6336"," 8748"," 4938"," 8041"," 6485","22317","19250","13054","14373"," 9458","11228"," 9392"
"map04915..Estrogen.signaling.pathway","map04915..Estrogen.signaling.pathway","18306"," 4433","11122","13179","18764"," 9772","16651","13709","46214","40474","27231","30231","18923","23379","19358"
"map04916..Melanogenesis","map04916..Melanogenesis"," 7462"," 1692"," 4789"," 5535"," 7659"," 4380"," 7188"," 5369","19399","16209","11494","13040"," 8244"," 9527"," 7382"
"map04917..Prolactin.signaling.pathway","map04917..Prolactin.signaling.pathway","1637"," 463","1374","1265","1907","1219","1959","1416","5217","4434","3340","3584","1987","2691","2129"
"map04918..Thyroid.hormone.synthesis","map04918..Thyroid.hormone.synthesis"," 7413"," 1818"," 5397"," 5680"," 7436"," 3820"," 6275"," 4791","16742","14137"," 9952","11015"," 7438"," 8869"," 6533"
"map04919..Thyroid.hormone.signaling.pathway","map04919..Thyroid.hormone.signaling.pathway","36035"," 7322","17145","27472","32345","17210","26367","24237","86882","71513","42811","50494","35637","36713","26667"
"map04920..Adipocytokine.signaling.pathway","map04920..Adipocytokine.signaling.pathway"," 941"," 250"," 774"," 713"," 951"," 550"," 837"," 721","2238","1937","1596","1594","1067","1199"," 883"
"map04921..Oxytocin.signaling.pathway","map04921..Oxytocin.signaling.pathway"," 52206"," 11066"," 30091"," 39143"," 49863"," 27709"," 42425"," 35810","129184","107891"," 70008"," 80769"," 53233"," 59266"," 43260"
"map04922..Glucagon.signaling.pathway","map04922..Glucagon.signaling.pathway"," 9120"," 2036"," 5751"," 6688"," 8934"," 4916"," 8034"," 6354","21925","18197","13386","14951"," 9801","10777"," 8385"
"map04923..Regulation.of.lipolysis.in.adipocytes","map04923..Regulation.of.lipolysis.in.adipocytes","1361"," 377","1139","1063","1549"," 890","1465","1100","4097","3472","2418","2774","1662","2130","1503"
"map04924..Renin.secretion","map04924..Renin.secretion"," 9062"," 2056"," 6622"," 6568"," 9384"," 5712"," 9011"," 6680","25442","21892","14509","17373","10231","13997"," 9938"
"map04925..Aldosterone.synthesis.and.secretion","map04925..Aldosterone.synthesis.and.secretion"," 5798"," 1172"," 3253"," 4255"," 5630"," 3192"," 5181"," 3902","13889","11486"," 8163"," 9326"," 6111"," 6683"," 5225"
"map04926..Relaxin.signaling.pathway","map04926..Relaxin.signaling.pathway"," 5386"," 1422"," 4052"," 4022"," 5724"," 3368"," 5621"," 4087","15392","13058"," 9232","10821"," 6254"," 8067"," 5799"
"map04927..Cortisol.synthesis.and.secretion","map04927..Cortisol.synthesis.and.secretion"," 390","  99"," 281"," 290"," 455"," 270"," 447"," 285","1270"," 978"," 711"," 803"," 475"," 629"," 417"
"map04928..Parathyroid.hormone.synthesis..secretion.and.action","map04928..Parathyroid.hormone.synthesis..secretion.and.action","3399"," 939","2852","2643","4010","2273","3630","2731","9971","8153","6206","6806","3874","5017","3755"
"map04929..GnRH.secretion","map04929..GnRH.secretion","1292"," 370","1119","1009","1513"," 954","1584","1143","4252","3501","2613","2843","1623","2139","1666"
"map04930..Type.II.diabetes.mellitus","map04930..Type.II.diabetes.mellitus","1649"," 418","1158","1260","1751"," 946","1539","1198","4149","3425","2505","2860","1912","2087","1623"
"map04931..Insulin.resistance","map04931..Insulin.resistance"," 4267"," 1022"," 2973"," 2958"," 4323"," 2108"," 3656"," 2790","10383"," 8793"," 6484"," 7307"," 4467"," 5189"," 3889"
"map04932..Non.alcoholic.fatty.liver.disease","map04932..Non.alcoholic.fatty.liver.disease","18930"," 6038","16008","14810","23923","15524","23656","20108","43583","36964","25804","29880","17251","23049","17529"
"map04933..AGE.RAGE.signaling.pathway.in.diabetic.complications","map04933..AGE.RAGE.signaling.pathway.in.diabetic.complications","3488"," 913","2680","2710","3768","2144","3481","2526","9315","8128","5591","6217","3956","4921","3749"
"map04934..Cushing.syndrome","map04934..Cushing.syndrome","2855"," 784","2273","2283","3270","1987","3140","2388","8505","7283","5276","5935","3407","4421","3276"
"map04935..Growth.hormone.synthesis..secretion.and.action","map04935..Growth.hormone.synthesis..secretion.and.action"," 3505","  957"," 2796"," 2685"," 3920"," 2361"," 3813"," 2791","10500"," 8944"," 6522"," 7182"," 4238"," 5419"," 4063"
"map04940..Type.I.diabetes.mellitus","map04940..Type.I.diabetes.mellitus","116"," 25"," 41","101","138"," 72","120"," 83","266","231","155","198","151","146","117"
"map04960..Aldosterone.regulated.sodium.reabsorption","map04960..Aldosterone.regulated.sodium.reabsorption","1762"," 479","1428","1359","1964","1275","2045","1530","5431","4540","3357","3692","2153","2762","2153"
"map04961..Endocrine.and.other.factor.regulated.calcium.reabsorption","map04961..Endocrine.and.other.factor.regulated.calcium.reabsorption"," 4520","  980"," 2332"," 3216"," 4249"," 2441"," 4110"," 2908","12222","10039"," 7088"," 8271"," 4826"," 5840"," 4392"
"map04962..Vasopressin.regulated.water.reabsorption","map04962..Vasopressin.regulated.water.reabsorption"," 5587"," 1403"," 3743"," 4313"," 6214"," 3612"," 5994"," 4181","17595","15597","10917","12139"," 6794"," 9455"," 6819"
"map04964..Proximal.tubule.bicarbonate.reclamation","map04964..Proximal.tubule.bicarbonate.reclamation"," 763"," 203"," 712"," 596"," 804"," 508"," 776"," 672","2162","1902","1456","1533"," 893","1117"," 798"
"map04966..Collecting.duct.acid.secretion","map04966..Collecting.duct.acid.secretion","1949"," 387","1039","1398","1714"," 898","1542","1137","4215","3484","2829","2979","1978","2104","1711"
"map04970..Salivary.secretion","map04970..Salivary.secretion"," 5628"," 1135"," 3131"," 4130"," 5468"," 3084"," 5015"," 3772","13462","11137"," 7860"," 9042"," 5976"," 6471"," 5056"
"map04971..Gastric.acid.secretion","map04971..Gastric.acid.secretion","38151"," 7603","18049","29008","34005","18075","27721","25005","90000","73966","44334","52240","37631","37938","27683"
"map04972..Pancreatic.secretion","map04972..Pancreatic.secretion","3788"," 880","2523","3121","4104","2134","3527","3011","9789","8483","5648","6967","3874","5091","3764"
"map04973..Carbohydrate.digestion.and.absorption","map04973..Carbohydrate.digestion.and.absorption"," 536"," 118"," 326"," 434"," 564"," 343"," 490"," 395","1278","1031"," 768"," 913"," 573"," 629"," 507"
"map04974..Protein.digestion.and.absorption","map04974..Protein.digestion.and.absorption"," 533"," 105"," 381"," 399"," 507"," 375"," 534"," 436","1348","1199"," 869"," 984"," 585"," 709"," 549"
"map04975..Fat.digestion.and.absorption","map04975..Fat.digestion.and.absorption"," 668"," 165"," 590"," 518"," 710"," 440"," 615"," 571","1690","1466","1118","1211"," 768"," 870"," 688"
"map04976..Bile.secretion","map04976..Bile.secretion","1139"," 250"," 723"," 916","1143"," 715","1057"," 777","3020","2382","1778","2001","1206","1465","1099"
"map04977..Vitamin.digestion.and.absorption","map04977..Vitamin.digestion.and.absorption","247"," 48","169","187","278","133","223","162","598","520","369","408","236","360","240"
"map04978..Mineral.absorption","map04978..Mineral.absorption"," 865"," 224"," 715"," 563"," 874"," 648"," 903"," 724","2424","1967","1776","1766"," 975","1223","1040"
"map04979..Cholesterol.metabolism","map04979..Cholesterol.metabolism","108"," 13"," 68"," 74"," 91"," 44"," 86"," 52","208","157","114","156","108","115"," 78"
"map05010..Alzheimer.disease","map05010..Alzheimer.disease"," 55877"," 14887"," 37268"," 41981"," 58433"," 34406"," 52707"," 45726","125265","106018"," 71035"," 80751"," 58165"," 61651"," 45768"
"map05012..Parkinson.disease","map05012..Parkinson.disease"," 76863"," 19947"," 54220"," 59148"," 80351"," 45016"," 69113"," 57581","174106","146965"," 99380","112003"," 75275"," 85953"," 64348"
"map05014..Amyotrophic.lateral.sclerosis","map05014..Amyotrophic.lateral.sclerosis"," 88174"," 21475"," 52813"," 66843"," 88114"," 50179"," 76098"," 66660","203777","171627","108776","125839"," 88424"," 95550"," 69527"
"map05016..Huntington.disease","map05016..Huntington.disease"," 51736"," 14023"," 35359"," 39089"," 55859"," 32812"," 49843"," 42607","117508","100576"," 66788"," 76366"," 52948"," 58868"," 42798"
"map05017..Spinocerebellar.ataxia","map05017..Spinocerebellar.ataxia"," 8343"," 1990"," 5035"," 6559"," 8275"," 4658"," 7208"," 6089","20133","16650","11798","13293"," 9590"," 9938"," 7448"
"map05020..Prion.disease","map05020..Prion.disease"," 56302"," 15290"," 37594"," 42057"," 59944"," 34434"," 53583"," 46214","128168","110847"," 73033"," 82773"," 56504"," 64760"," 48377"
"map05022..Pathways.of.neurodegeneration...multiple.diseases","map05022..Pathways.of.neurodegeneration...multiple.diseases"," 88535"," 22816"," 62624"," 67769"," 92980"," 52616"," 80637"," 66607","205815","173796","118588","133897"," 87794","102315"," 76529"
"map05030..Cocaine.addiction","map05030..Cocaine.addiction","1535"," 420","1179","1189","1789"," 889","1447","1097","4044","3447","2409","2732","1693","2102","1471"
"map05031..Amphetamine.addiction","map05031..Amphetamine.addiction"," 8509"," 1749"," 4658"," 6094"," 8305"," 4385"," 7438"," 5248","20104","16790","11760","13890"," 8754"," 9835"," 7539"
"map05032..Morphine.addiction","map05032..Morphine.addiction"," 4103"," 1038"," 2922"," 3017"," 4212"," 2361"," 3998"," 2889","11106"," 9479"," 6568"," 7912"," 4638"," 5858"," 4091"
"map05034..Alcoholism","map05034..Alcoholism","17274"," 4105","12224","13518","18385","10051","16537","12643","43244","37558","26430","30452","19771","22521","17028"
"map05100..Bacterial.invasion.of.epithelial.cells","map05100..Bacterial.invasion.of.epithelial.cells","39286"," 7774","17982","29823","34623","17860","27938","24686","91634","75532","44594","53107","38489","38512","28042"
"map05110..Vibrio.cholerae.infection","map05110..Vibrio.cholerae.infection","37843"," 7445","17225","28580","33136","17283","26867","24160","88659","72679","43623","51353","36875","37072","26993"
"map05111..Biofilm.formation...Vibrio.cholerae","map05111..Biofilm.formation...Vibrio.cholerae","3","0","4","0","3","2","1","0","1","4","2","0","3","0","0"
"map05120..Epithelial.cell.signaling.in.Helicobacter.pylori.infection","map05120..Epithelial.cell.signaling.in.Helicobacter.pylori.infection","4148"," 924","2623","3127","3934","2119","3534","2632","9594","8446","5955","6625","4240","4986","3905"
