"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL","BKG","UA","BAL","BKG","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BAL","BKG","UA","BAL","BKG","UA","BAL"
"map00534.Glycosaminoglycan.biosynthesis...heparan.sulfate...heparin","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"map00730.Thiamine.metabolism","   715","  2633","  1659","  2245","  1144","  1714","   906","  4269","199201","221020","   521","   341","   536","    32","   159","   126","   100","    94","   131","    15","    11","  1269","    66","   167","   634","  4433","  4419","    37","   985","  1029","    95","    11"," 21084"," 21073","    21","  4540","  2452","    26"," 87830"," 84447","  2393","    36","  2756","  3434","    13","  1921","  2489","   792","  3254","   203","  1568","  1242","   243","   343","    40","    42","  5628","   128","    49"," 16050","    51"," 70654","    85"," 16356"," 16314","    53","  7695","  4789","    87","    37"," 16392"," 14647","  1150","    10","  5036","  4975","   196","  3361","  1959","     7"
"map00565.Ether.lipid.metabolism"," 61","540"," 93","  9"," 31","539","197","187","106","104","  7"," 25","219","  3"," 34"," 37","  2","  1"," 19","  1","  4","411","  1","  3"," 26","259","255","  4","  9","168","  1","  3"," 89"," 88","  1","682","530","  7","909","172","105","  0","228","824","  7","308","977","396","207","  4","507","105"," 12"," 68","  2","  2","842","  5","  4","453","  5","248","  3","551","551"," 15","594","468","  0","  0","565"," 14"," 15","  2"," 99"," 99","  8","355","253","  2"
"map00966.Glucosinolate.biosynthesis","  242"," 1284","  320","  389","  293","  640","  341"," 1928","66180","69898","  150","   47","  192","   14","   45","   46","   15","   35","   20","    1","    3","  107","   15","   50","  154"," 1824"," 1822","   19","  267","  439","   14","    2"," 5020"," 5016","   16"," 1256","  933","    4","16742","16053","  321","   20","  891","  700","    6","   28","  480","  209","  853","   57","  498","  421","   57","   49","   10","   13"," 1631","   52","   15"," 3306","   23","32358","   30"," 4746"," 4739","    5"," 1778"," 1206","   26","   10"," 6619"," 6318","  343","    2"," 1157"," 1146","   44","  288","  236","    1"
"map00524.Neomycin..kanamycin.and.gentamicin.biosynthesis.","  100","  552","  224","   43","  120","  367","   35","  568","33970","40774","   87","   25","   96","    0","   21","   15","   10","    7","    4","    2","    2","  258","    9","   35","  114"," 1818"," 1816","    3","   20","  214","   13","    9"," 3009"," 3009","   12","  238","  213","    0","23697","23921","  356","   15","  330","  410","    2","  665","  160","   37","  544","   43","   45","   51","   43","   13","    5","    7"," 1001","   48","   11"," 1216","   11","19695","   16"," 2023"," 2018","    6","  514","  483","   23","   18"," 3579"," 3465","   25","    2"," 2699"," 2691","   12","  167","   82","    3"
"map00525.Acarbose.and.validamycin.biosynthesis","  16638","  93697","  40324","  66658","  38458","  53759","  17133","  20347"," 168106"," 309824","    618","   1513","  10696","    643","   2733","   3042","   1756","    874","   1378","    529","    366","  23714","   1531","    520","   9068"," 239884"," 239527","   1072","   3036","  20371","   2970","    835"," 283028"," 282723","    220","  46006","  24001","    604"," 505560"," 453392","  56561","    866","  90641","  73678","    618","  50893","  83762","  58317","  93295","   1097","  34994","   3791","    681","   7224","    652","   1148","  82670","    418","   1110","  45458","    379","1298638","    326"," 187163"," 187073","   1078","  93431","  64865","    331","   1084","1053896","1037051","  14590","    540"," 203439"," 201634","   2730","  21130","  11415","    352"
"map00563.Glycosylphosphatidylinositol..GPI..anchor.biosynthesis"," 39"," 52"," 35","267","  8"," 94"," 45"," 82","  0","  3","  0","  3"," 21","  0"," 26","  0","  0","  0"," 16","  0","  0"," 27","  0","  0"," 15"," 14"," 13","  1"," 30"," 21","  0","  0","  6","  6","  0","119"," 90","  1"," 13"," 13","135","  4","227","522","  0"," 37"," 29","  3","138","  2"," 99"," 11","  0","  9","  1","  2","291","  0","  0","  1","  7"," 17","  0"," 47"," 47","  2"," 67"," 67","  1","  0","241"," 55","  0","  2"," 10"," 10","  2"," 99"," 40","  0"
"map00531.Glycosaminoglycan.degradation","  431","  633","  610","  260","  174","  306","  251","  295","10973","12386","   53","   31","  294","    3","   16","   21","    1","    4","    3","    1","    2","  353","    9","    2","    3","  412","  411","    6","    4","  332","   10","    8"," 1101"," 1099","    8","  753","  631","    6","13201","12483","  458","    5","  724","  869","    5","  376","  671","  290"," 1156","   32","   71","   60","   10","   96","    7","    8"," 1247","   38","    3"," 1146","    8"," 2334","    8","  446","  444","    8"," 1648","  475","    8","    0","  793","  548","  265","    4","  916","  911","   14","  817","  477","    1"
"map00511.Other.glycan.degradation","  922","  689"," 1219"," 1793","  566","  822","  588"," 1079","46005","52136","  229","  105","  406","    9","   79","   54","   36","    6","   74","   12","    6"," 1041","    7","   33","   79"," 2376"," 2366","    9","  331","  869","   51","   12"," 5482"," 5478","   18"," 2244"," 1017","   10","46439","45164"," 1537","   24"," 1737"," 4682","   20"," 1670"," 1523","  652"," 2248","  132"," 1440","  369","   59","  216","   25","   24"," 2326","  108","   12"," 4408","   27","13494","   38"," 2008"," 2001","   40"," 4824"," 2976","   36","   27"," 7437"," 6498","  675","   11"," 5427"," 5404","   62"," 2203"," 1363","    7"
"map00944.Flavone.and.flavonol.biosynthesis"," 18","  0","  0","197","  0"," 38"," 26"," 42"," 83","159","  0","  0"," 35","  0","  0","  0","  0","  0","  0","  0","  0"," 62","  0","  0","  0","106","106","  3","  0","  1","  0","  1"," 70"," 70","  1","208","169","  0","279"," 66","112","  0"," 49","312","  0","  0","155","  0"," 44","  0","  2","  0","  0"," 26","  1","  2","327","  0","  0","  0","  0"," 20","  0","  0","  0","  0","253","129","  0","  0","  0","  0","  0","  1"," 18"," 18","  2"," 68","  0","  0"
"map00513.Various.types.of.N.glycan.biosynthesis"," 474","  92"," 413","  76","   0","  89"," 178"," 265","9611","8492","  41","  33","  55","   2","  37","  17","   0","   9","   3","   2","   4"," 155","   4","   2","  12"," 151"," 150","   2","   5"," 185","   8","   4"," 775"," 775","  12"," 547"," 436","   4","9823","9890","  64","   5"," 429"," 575","   3"," 387"," 262"," 333"," 609","  18","  69","  78","   8","  34","   6","   6"," 678","  27","   1"," 959","   3","1572","   5"," 337"," 337","   9"," 693"," 236","   8","   0"," 392"," 312"," 182","   3"," 516"," 513","  12"," 405"," 238","   1"
"map00791.Atrazine.degradation","  172","  872","  476","  946","  242","  169","  133","  452"," 4148"," 4602","   43","   21","  171","    6","   57","   37","   73","   12","   18","   11","    1","  534","    0","   76","  141"," 1073"," 1070","    2","   96","  191","    2","    0","  599","  596","    0","  903","  310","    4"," 3497"," 2618","  641","    0","  426"," 1190","    2","  319"," 1030","  269"," 1105","   25","   83","  178","   27","  101","    3","    4"," 1712","   11","    2"," 1293","    7","12421","    2","  727","  725","    6"," 1153","  697","    6","    2","  633","  183","  134","    2","  518","  513","   53","  567","  403","    1"
"map00120.Primary.bile.acid.biosynthesis","  9","169"," 40","233","148","  3"," 56","  0"," 53"," 74","  1"," 21","  0","  1","  3","  0","  1","  1","  2","  9","  0","  9","  0"," 31","  2","361","361","  2"," 43"," 17","  0","  2","106","106","  3"," 23"," 23","  0"," 38"," 37","342","  0","  0","447","  0","161","292","107","328","  2","169"," 18","  3","  1","  1","  0"," 41","  4","  2","125","  2"," 27","  2","114","114","  0","224","162","  0","  0","190","110","  0","  0","149","147","  0","118","  3","  2"
"map00901.Indole.alkaloid.biosynthesis"," 51","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  2","  0"," 12","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","126"," 39","  0"," 15"," 15","  0","  2","190","  6","  0","  0","  6"," 13","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  3","  0","  0"," 30"," 30","  0","  0","  0","  0","  0"," 12","  0","  0"
"map00405.Phenazine.biosynthesis","   66","  285","  343","  395","   28","   88","  108","  384","19183","17980","    6","    7","   46","    4","    6","   19","    4","    8","    7","    1","    0","  501","    5","   14","   28","  375","  375","    4","   83","   23","    8","    0","  538","  535","    2","  948","  422","    3"," 5090"," 4326","  168","    1","  581","  336","    0","  371","  113","  127","  504","    6","  212","  122","   17","   15","    1","   12","  450","   23","   10","  409","    8","12390","   10","  745","  742","    6","  791","  230","   10","    0","  830","  575","   10","    0","  352","  349","    7","  588","  448","    8"
"map01055.Biosynthesis.of.vancomycin.group.antibiotics","   82","  390","    6","  210","   23","  281","  133","  622","26845","25041","   49","   12","  111","    0","    6","   28","    8","    3","    0","    0","    2","   93","    8","    2","   30"," 2233"," 2229","    6","   39","   84","   12","    4"," 3617"," 3616","    4","  110","   87","    2","17049","17279","  327","    4","  206","  357","    2","  274","  261","   18","  297","   40","  226","   78","   28","   39","    7","    9","  668","   36","    2"," 1262","    7"," 9381","    6","  378","  374","    0"," 1057","  942","   20","    0"," 2879"," 2556","   80","    4","  686","  679","   14","  443","  295","    2"
"map01054.Nonribosomal.peptide.structures"," 88","191","  3","194","  2","104","  0"," 11","269","328","  0","  7"," 42","  0","  0","  0","  0","  0"," 10","  0","  0","155","  0","  1","  0","168","168","  0","  3","221","  0","  2","  2","  2","  0","400","368","  1","316","319"," 92","  0"," 26","375","  0","  0","155","101"," 84","  2","  0"," 24","  0","  2","  0","  0"," 15","  0","  1","102","  0","212","  0","123","123","  0","214"," 98","  0","  0","184","137"," 28","  2","348","346","  0","374","366","  0"
"map00984.Steroid.degradation"," 40","442","117","311","  9"," 13"," 18","141"," 56","145","  0","  1"," 73","  3","  3"," 17","  7","  0","  2","  1","  0"," 15","  0","  2","  0","271","271","  0","104"," 32","  5","  1"," 68"," 68","  2","153"," 38","  0","611","157","326","  1","276"," 13","  0","383","356","153","927","  1","140"," 12","  0"," 36","  0","  2","638","  0","  0"," 17","  3"," 15","  2","175","175","  8","384","302","  1","  0","510","163","  0","  0","305","304","  1","306","304","  2"
"map00998.Biosynthesis.of.various.antibiotics","    8","  179","  113","    8","  121","   27","   72","  388","24947","33634","  114","   52","  122","    0","   25","   37","    8","   14","    6","    4","    2","   27","    9","   44","   96","  409","  399","    7","  109","   26","   18","    3","15607","15606","    3","  191","   73","    4","17576","17856","  145","    1","  319","  205","    2","  156","  220","  148","  142","   54","  304","  121","   48","    8","    7","    4","  155","   29","    5"," 1557","    6","18218","   24"," 2600"," 2596","   12","  985","  573","   18","    2"," 1353"," 1339","  292","    2","  427","  413","   37","  396","  158","    0"
"map00196.Photosynthesis...antenna.proteins"," 78","  0"," 67","  0","165"," 44","  0","  6","  0"," 82","  0","  0"," 67","  0","  0","  0","  0","  0"," 10","  0","  0","  6","  0","  0","  0"," 17"," 17","  1","  0"," 10","  0","  0","  8","  8","  0","  0","  0","  0","  2","  0","  0","  0"," 10"," 18","  0","  0","117"," 79","109","  0","  0"," 27","  0","  0","  0","  3","  0","  0","  0","  7","  0","  0","  1","  0","  0","  0"," 28","  0","  1","  2","  1","  1","  0","  0"," 13"," 13","  0","  0","  0","  2"
"map00195.Photosynthesis"," 43509","135640","123330","180200"," 97313","159374"," 33498"," 66949","499478","528510","  3270","  7077"," 32311","  1306","  5311","  2058","  3687","  1733","  2329","   792","   536"," 63062","   582","  1388","  3394"," 27288"," 26943","  1553"," 14019"," 59406","   538","   362"," 68283"," 67916","   446","115145"," 51906","   834","355484","278040","123781","   680","121270","179232","   785","115129","222224","160383","230590","  2340"," 84664"," 15106","  1484"," 19976","   627","   654","268613","  1105","   728"," 89639","   986","213507","  1171","173836","173505","  1403","145310"," 57961","   508","   608","103763"," 48610"," 15453","   435"," 61959"," 61571","  3949"," 52638"," 24771","   438"
"map00542.O.Antigen.repeat.unit.biosynthesis","   98","  732","    1","    3","  100","   26","   16","  338","18515","25599","   40","   26","    3","    3","    3","   15","    7","   10","    3","    2","    5","   42","    4","    9","  114","  517","  515","    2","   70","   98","   11","    0"," 1039"," 1036","    4","  112","   57","    2","12697","12976","   68","    2","   29","  770","    1","   56","  173","    9","  437","   42","  129","   61","   25","   66","    5","    4","  801","   15","   11","  868","    5","11867","   12"," 1514"," 1501","    4","  644","  338","   16","    9"," 1353"," 1172","   94","    4","  375","  371","   15","  238","   24","    0"
"map00572.Arabinogalactan.biosynthesis...Mycobacterium","  208"," 1244","  207","  286","   48","  411","   27","  424","47513","51512","   41","   43","   17","    4","   27","   27","    7","   20","   18","   10","    5","   81","   12","   10","  113","  923","  916","    6","  165","  294","   14","    2"," 4006"," 3995","    6","  458","  387","    1","18807","19136","  347","   12","  506","  917","    3","  736","  173","   66","  777","   48","  632","  106","   48","   74","    4","    7","  839","   15","   10","  925","   10","13376","   31"," 6313"," 6297","    9","  992","  690","   20","   13"," 3083"," 2932","  101","    4","  499","  494","   25","  394","  131","    0"
"map00604.Glycosphingolipid.biosynthesis...ganglio.series"," 404","  71"," 397","  63","   0","  89"," 178"," 253","9216","8313","  43","  29","  54","   2","   9","  17","   0","   2","   2","   2","   1"," 135","   3","   2","   2"," 109"," 108","   1","   4"," 183","   8","   4"," 734"," 734","   4"," 400"," 379","   4","9813","9882"," 138","   5"," 427"," 334","   3"," 344"," 262"," 177"," 410","  17","  67","  40","   6","  30","   4","   5"," 618","  27","   0"," 940","   3","1462","   5"," 323"," 323","   7"," 717"," 140","   8","   0"," 400"," 312"," 182","   1"," 508"," 505","  11"," 337"," 225","   0"
"map00785.Lipoic.acid.metabolism","  236"," 1002","  488","  388","  181","  411","  127"," 1471","64967","55153","   63","   72","   87","    3","   20","   14","    9","   25","   11","    4","    4","  212","   16","   44","  205"," 1843"," 1842","    8","  102","  150","   21","    3"," 2966"," 2962","    3","  829","  313","    6","18603","18125","  248","   13","  364","  822","    4","  106","  400","  603","  614","   53","  298","  533","   58","   66","    5","   16"," 1040","   39","    9"," 3106","   13","18534","   16"," 4376"," 4353","    6","  648","  160","   24","    8"," 1310"," 1174","   65","    2","  424","  412","   33","  616","  419","    2"
"map00997.Biosynthesis.of.various.other.secondary.metabolites","  48"," 510"," 178","  49"," 113"," 129","  38"," 101"," 670"," 711","   2","  11","  45","   2","  38","  36","   3","   2","   2","   0","   0","  72","   0","   3","   1","  96","  91","   3"," 107"," 724","   4","   0"," 240"," 240","   2"," 783","  91","   2"," 385"," 157"," 192","   1"," 382"," 718","   1","  94","  23","   6"," 374","   9","1008","   0","  11","  19","   2","   1"," 219","   0","   0"," 130","   0","   2","   4","1858","1858","  23"," 610"," 425","   7","   1"," 571","  32","  41","   2","  52","  51","  16"," 470"," 425","   0"
"map00904.Diterpenoid.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"map00943.Isoflavonoid.biosynthesis"," 0"," 0"," 0","44"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 7"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"map00902.Monoterpenoid.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"map00253.Tetracycline.biosynthesis","  0"," 21"," 29","  0","  0"," 13","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 10"," 10","  0","  0","  0","  1","  0","  0","  0","  0","  0"," 71","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","159","159","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"map01056.Biosynthesis.of.type.II.polyketide.backbone"," 0"," 0"," 0"," 0"," 0","13"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"map01057.Biosynthesis.of.type.II.polyketide.products","  0"," 21"," 29","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0","  4","  4","  0","  0","  0","  0","  0","  0","  0","  0"," 10"," 10","  0","  0","  0","  1","  0","  0"," 44","  0"," 56"," 71","  0","  0","  0","116","  0","  0","  0","  0","  0","  0","  0","  0","  7","  1","  0","  0","173","173","  0","  9","  9","  0","  0"," 54","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"map00363.Bisphenol.degradation","  0","151","  0"," 16","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0"," 25","  6","  0","  0","  0","  0","  0"," 82","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 45","  0","  0","  0","  0"," 11","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 28"," 28","  0"
"map00571.Lipoarabinomannan..LAM..biosynthesis","   93","  324","   60","  234","  178","  537","   80","  322","12028","12892","    3","   31","   67","    5","   24","    8","    2","    4","   10","    1","    6","   20","    2","    1","    4","  680","  677","    6","  226","  783","    3","    0"," 1092"," 1090","    1","  540","  185","    0"," 2909"," 2874","  234","    5","  326","  544","    0","  210","    6","  243","  857","    5","  403","   61","   13","   22","    2","    4","  742","    7","    0","  257","    7","  801","   30"," 4436"," 4433","    9","  791","  449","    1","    0","  786","  404","    8","    0","  685","  679","   11","  232","   76","    0"
"map00522.Biosynthesis.of.12...14..and.16.membered.macrolides."," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","31","31"," 0"," 0"," 0"," 0","38","39"," 3"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 1"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","38"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"
"map01052.Type.I.polyketide.structures"," 0"," 0"," 0"," 0","24"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0","49","49"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 1"," 1"," 2"," 0"," 0"," 0"," 0","51"," 0"," 0"," 0"," 0"," 0"," 0"," 0"," 3"," 0"," 0"," 0"," 0"," 0","18"," 0"," 0"," 0"," 3"," 3"," 0"," 0"," 0"," 0"," 0","18","18"," 0"," 0"," 0"," 0"," 0","31"," 0"," 0"
"map00254.Aflatoxin.biosynthesis","  0","118","  6","  7","  0"," 89","  0","  2"," 49"," 30","  1","  1","  8","  0","  0","  0","  0","  0","  0","  0","  0","  5","  1","  0"," 70","243","243","  0","  0","103","  0","  0","  0","  0","  1"," 45"," 13","  2","  2","  2"," 11","  0"," 63","210","  0","  0"," 68"," 90","144","  1"," 86","  2","  0","  5","  3","  0"," 14","  1","  3"," 66","  1","  0","  1"," 10"," 10","  0"," 51"," 10","  0","  3"," 91"," 84","  0","  1"," 47"," 47","  0"," 26"," 26","  0"
"map00331.Clavulanic.acid.biosynthesis","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"map00073.Cutin..suberine.and.wax.biosynthesis.","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 39","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","110","110","  0","  0","  0","  0","  0","  0","  0","  0"
"map00404.Staurosporine.biosynthesis"," 56"," 22","  5"," 15"," 43"," 44","  9","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  4","  0","  0","  0","  0","  0","  0"," 12"," 12","  0"," 68","  0","  0","  0","  0","  0","  0","159"," 10","  0","276","  4","  1","  2"," 63","316","  1"," 28","221","  4","320","  0"," 13","  0","  0","  4","  0","  1","  0","  0","  0"," 31","  0","  0","  0","207","207","  0"," 94","  0","  0","  0"," 16","  0","  0","  0","  0","  0","  0","  2","  0","  0"
"map01059.Biosynthesis.of.enediyne.antibiotics","  9","  0"," 14","  0"," 37","  1","  0","  7","203"," 23","  0","  0","  3","  0","  0","  2","  1","  0"," 18","  0","  0"," 43","  0","  0","  0","  1","  0","  0","  5","114","  0","  0","  7","  7","  0"," 22","  0","  1"," 31"," 32"," 38","  0","  1"," 24","  0","  1","  0"," 26"," 26","  0","  0","  0","  0","  0","  0","  0","126","  0","  0"," 42","  1","  0","  0"," 49"," 49","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  3","  2","  0"
"map00365.Furfural.degradation"," 11"," 16"," 12","  0","  0","  0"," 44"," 11","  0"," 26","  0","  0"," 22","  0","  0","  2","  0","  0","  0","  0","  0"," 76","  0","  0","  0"," 39"," 39","  0","  4","  0","  0","  0","  0","  0","  2"," 37","  8","  0"," 69"," 70"," 29","  0"," 43"," 20","  0","  0","  6","  0","  1","  0","  0","  0","  1","  1","  0","  0"," 38","  0","  0"," 36","  1","  0","  6"," 75"," 75","  0","194"," 79","  0","  0"," 54"," 52","  0","  0"," 70"," 70","  0","  4","  0","  0"
"map00996.Biosynthesis.of.various.alkaloids"," 32","  0","  0","  4","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  8","  8","  0","  0","  0","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","173","  0","  0","  5","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 10","  0","  0","  0"
"map00403.Indole.diterpene.alkaloid.biosynthesis","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
