"sample","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70"
"Sample_Type_IS","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL","UA","BAL","UA","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","BAL","UA","BAL","UA","BAL","BAL","UA","BAL","BAL","UA","BAL","UA","BAL"
"map00650.Butanoate.metabolism","  2694"," 13247","  4989","  7837","  3481","  4291","  2618"," 18304","809966","837190","  1872","  1061","  2744","    91","   634","   556","   374","   337","   461","    87","    51","  4922","   265","   640","  2650"," 55872","   101","  2629","   382","    67"," 84248","    68","  7494","   112","565130","  8028","   115","  6005"," 12423","    55","  6336","  8783","  5512"," 11776","  1121","  5438","  4560","   968","  1405","   194","   220"," 15329","   774","   241"," 66772","   217","386052","   389"," 36856","   180"," 16572","   387","   276"," 81466","  4232","    62"," 23788","   609","  4959","    71"
"map00640.Propanoate.metabolism","   2547","  12732","   3927","   8128","   2167","   6062","   2209","  23939","1087192","1217367","   2192","   1344","   2482","    129","    530","    649","    436","    435","    531","     88","     37","   5556","    339","    856","   3013","  42190","    122","   2448","    473","     48","  74974","     77","   8011","    102"," 637915","   5395","    178","   8924","  12295","     55","   7955","   7461","   3737","  11050","   1266","   7545","   5784","   1258","   1549","    227","    303","  17388","    957","    370","  78589","    303"," 559829","    453","  44186","    146","  12289","    564","    140","  48642","   4849","     80","  20982","    635","   4408","     64"
"map00564.Glycerophospholipid.metabolism","  1228","  5726","  2291","  3156","  1505","  2660","  1298","  5769","210668","218189","   536","   335","   939","    30","   199","   215","    90","    79","   186","    45","    25","  1757","    87","   130","   657","  5512","    56","  1081","    98","    27"," 25873","    44","  3495","    38"," 90470","  4081","    37","  3191","  7563","    23","  3019","  3524","  2666","  3865","   178","  3896","  1080","   224","   642","    49","    65","  7988","   131","    57"," 11532","    79"," 74331","   144"," 14824","   107","  6253","    86","    17"," 15255","   745","    25","  9730","   305","  2321","    20"
"map00051.Fructose.and.mannose.metabolism","  1746"," 12246","  3163","  5513","  2360","  2792","  1588"," 10533","450029","473243","  1996","   563","  1479","   113","   336","   282","   197","   193","   268","    67","    43","  3737","   146","   371","  2019"," 29315","    74","  2108","   290","    67"," 87478","    41","  6155","    87","312624","  5635","    61","  7141","  8101","    33","  3811","  5620","  3615","  6158","   798","  3137","  3578","   592","   748","   106","   124"," 11727","   494","   145"," 26688","   128","217004","   314"," 28456","   112"," 11292","   257","    87"," 63814","  2398","    35"," 17756","   356","  3408","    34"
"map00521.Streptomycin.biosynthesis","  16902","  95984","  41297","  67599","  39056","  54720","  17385","  23366"," 278000"," 432500","   1090","   1685","  11122","    655","   2798","   3157","   1799","    916","   1444","    536","    372","  24367","   1576","    640","   9863"," 244028","   1108","   3386","   3037","    851"," 297499","    244","  25444","    612"," 533337","  57687","    897","  92011","  76376","    635","  52255","  84683","  58855","  96007","   1265","  35487","   4491","    819","   7365","    670","   1183","  87140","    545","   1139","  52055","    416","1357293","    387"," 199223","   1109","  67811","    408","   1129","1054271","  15109","    550"," 210624","   2801","  11871","    360"
"map00562.Inositol.phosphate.metabolism","  655"," 3306"," 1528"," 2404","  406"," 1283","  522"," 1661","68083","82084","  283","  166","  760","   38","   82","  118","   90","   39","   87","   13","    2","  721","   51","   33","  394"," 2963","   42","  527","   60","   10","12409","   14"," 2423","    8","42528"," 2057","   24"," 1700"," 3357","   16"," 1652"," 2012"," 1143"," 2336","   98"," 1527","  791","  115","  338","   22","   39"," 6003","   90","   15"," 5506","   29","32878","   59","11582","   43"," 3747","   36","   29","10276","  478","   11"," 3025","   67"," 1644","   11"
"map00052.Galactose.metabolism","  1474","  5877","  2558","  3720","  1441","  3020","  1042"," 10003","386870","423026","  1234","   488","  1105","    68","   284","   295","   187","   124","   231","    45","    21","  2087","   105","   215","  1706"," 14209","    51","  1507","   209","    44"," 46753","    48","  3354","    49","214756","  3649","    63","  5996"," 10556","    38","  3669","  3469","  2510","  5237","   538","  2245","  2451","   409","   623","    82","   105"," 10321","   258","    93"," 23807","   107","162000","   248"," 19236","    55","  7563","   175","   115"," 44378","  1806","    33"," 19347","   257","  2798","    19"
"map00790.Folate.biosynthesis","   976","  4480","  1851","  3552","  1153","  1035","   820","  5631","216437","229305","   433","   191","   959","    50","   133","   140","   128","   100","   170","    21","     6","  2184","    85","   232","   428","  4531","    41","   915","   109","    18"," 21661","    15","  2099","    16"," 88440","  3131","    47","  2130","  6504","    11","  2581","  1443","  1315","  3437","   208","  2870","  1024","   267","   343","    28","    64","  6415","    98","    53","  8294","    56"," 80651","   150"," 22823","    86","  3822","    86","    14","  9138","  1252","    15","  4122","   251","  1827","    11"
"map00520.Amino.sugar.and.nucleotide.sugar.metabolism","   2784","  15795","   5458","   7541","   3347","   4383","   3244","  24564"," 950494","1000303","   2634","   1280","   2112","    125","    509","    631","    435","    404","    429","     65","     72","   3865","    346","    697","   2844","  31270","    111","   3266","    418","    106","  89598","     99","   7207","    115"," 506280","   6955","    182","   9862","  14863","     61","   6864","   6918","   4502","  11402","   1081","   4319","   5622","   1025","   1310","    198","    235","  19430","    672","    206","  41632","    277"," 370006","    434","  43904","    159","  16204","    395","    229","  72015","   3947","    106","  28953","    577","   5089","     59"
"map00541.O.Antigen.nucleotide.sugar.biosynthesis","  17391"," 100758","  42268","  69950","  39737","  55915","  18367","  27256"," 449306"," 587381","   1218","   1879","  11314","    682","   2913","   3223","   1905","    962","   1521","    546","    382","  24608","   1624","    687","   9559"," 244398","   1109","   4012","   3059","    851"," 309341","    236","  27155","    648"," 562069","  58888","    930","  93736","  79442","    638","  52916","  86711","  59755","  98602","   1319","  37427","   5377","    982","   7663","    694","   1198","  89255","    634","   1151","  57552","    454","1372413","    486"," 205126","   1126","  70570","    418","   1179","1054831","  15411","    573"," 209331","   2959","  13673","    365"
"map00340.Histidine.metabolism","  1332","  3910","  2269","  2103","  1622","  2875","   793","  3546"," 41964"," 88459","   192","   215","   818","    62","   160","   127","    82","    44","   169","    49","    27","  1631","    69","    77","   237","  4398","    41","   754","    73","    46","  8597","    83","  3241","    19","105150","  3229","    15","  2532","  5127","    15","  3964","  2456","  1548","  3721","   228","  1775","   881","   108","   366","    48","    36","  7177","    95","    50"," 21296","    75"," 26694","    65"," 12023","    53","  3514","    60","    33"," 10046","   541","    24","  5892","   102","  1740","    22"
"map00400.Phenylalanine..tyrosine.and.tryptophan.biosynthesis.","  1366","  6224","  2631","  3794","  2080","  2547","  1343","  9595","363434","341488","   685","   433","   960","    53","   262","   225","   115","   136","   177","    37","    22","  2658","   137","   267","  1198"," 11201","    70","  1185","   116","    19"," 26439","    45","  3290","    33","124455","  3796","    51","  3275","  6491","    12","  5606","  4024","  1948","  4532","   368","  3762","  1896","   338","   445","    67","   102","  8903","   223","    71"," 13619","    91","126647","   136"," 20674","    71","  5458","   131","    41"," 13642","  1725","    13","  6808","   286","  2394","    24"
"map00999.Biosynthesis.of.various.plant.secondary.metabolites","  441"," 2015","  721"," 1689","  455","  319","  470"," 2943","73608","78036","  256","  121","  512","   20","   23","   71","   23","   30","   42","   10","    5","  616","   24","   42","  233"," 2777","    6","  308","   43","    7"," 8828","   19","  776","    8","44948","  910","   11"," 1021"," 1944","    5"," 1658","  870","  638"," 1275","  123","  809","  344","   77","  153","   19","   16"," 1612","  100","   23"," 4154","   11","26463","   33"," 3224","   17"," 1651","   49","   23"," 6124","  543","   10"," 1723","   68","  624","   15"
"map00630.Glyoxylate.and.dicarboxylate.metabolism","  7920"," 29735"," 18422"," 29490"," 15590"," 25934","  7621"," 22420","622079","660899","  1568","  1695","  6155","   284","   977","   680","   823","   443","   768","   197","   143"," 13307","   238","   570","  1476"," 18510","   380","  4504","   329","    93"," 77316","   168"," 16663","   194","324888"," 24853","   189"," 24446"," 31594","   141"," 24410"," 37166"," 25529"," 42385","   980"," 19039","  4918","   980","  3729","   242","   236"," 56993","   711","   252"," 46880","   339","212501","   451","101180","   367"," 19418","   322","   387"," 31646","  3643","   106"," 27480","   941"," 10936","   121"
"map00680.Methane.metabolism","  2178"," 14399","  3772","  7847","  4381","  6031","  2560"," 23747","725126","818417","  3685","  1048","  2205","   127","   466","   449","   406","   390","   445","    87","    79","  4444","   220","   713","  3290"," 24657","   170","  3288","   459","    91","117961","   121","  9100","   117","532724","  4867","    89"," 11395"," 10238","    62","  7290","  9332","  5795","  9996","  1278","  6847","  5876","   903","  1188","   171","   191"," 15194","   854","   239"," 56253","   217","393933","   433"," 52154","   149"," 16572","   419","   207","103536","  4071","    71"," 32579","   610","  5093","    45"
"map00280.Valine..leucine.and.isoleucine.degradation.","  2630","  9747","  4049","  8039","  2665","  5034","  2345","  8754","404431","427978","   789","   621","  2252","   150","   365","   342","   318","   212","   364","    81","    48","  4646","   173","   309","   760","  8930","   100","  1757","   235","    70"," 41693","   133","  6395","    63","280997","  5433","    97","  5999","  9085","    36","  6372","  6353","  3860"," 11779","   626","  3336","  2347","   518","   867","   106","   142"," 18033","   514","   154"," 40166","   165","165834","   238"," 30640","   145","  8221","   224","   176"," 27665","  2034","    55"," 13557","   358","  4450","    57"
"map00900.Terpenoid.backbone.biosynthesis","  1108","  4977","  1995","  3611","  1619","  2061","  1355","  4719","227419","240136","   453","   364","   989","    41","   203","   169","   123","    96","   138","    24","    20","  1970","    79","   154","   692","  7074","    42","  1198","    94","    27"," 36456","    25","  2798","    28","111246","  3914","    36","  3390","  4883","     9","  2007","  3635","  2781","  6167","   250","  2221","  1200","   310","   470","    42","    71","  6254","   166","    44"," 10887","    51"," 71416","   138"," 19817","    76","  5539","   101","   121"," 27465","  1102","    14","  8118","   170","  1230","    10"
"map00062.Fatty.acid.elongation","  0","  0"," 55"," 76"," 10"," 51","147","201"," 11"," 12","  0","  0","  3","  4","  1","  8","  0","  1","  0","  2","  0","  0","  0","  0"," 23","158","  0","  7","  0","  3"," 24","  1","  0","  2","  1","  0","  1","139"," 48","  0"," 82","  4"," 36","  0","  0","  0"," 36","  0","  2","  0","  0","294","  0","  1","102","  1","  0","  0","194","  1"," 25","  0","  0","  1","  2","  2","  3"," 35","  0","  0"
"map00310.Lysine.degradation","  1504","  6650","  2517","  4218","  1707","  2187","  1390","  5096","375059","364187","   534","   532","  1471","    37","   225","   229","   212","   188","   221","    56","    26","  2807","   142","   179","   623","  5464","    73","  1182","   173","    46"," 27880","    90","  3982","    45","178019","  3932","    95","  3776","  4520","    26","  3038","  3536","  2943","  6491","   440","  2899","  1866","   428","   521","    81","   112"," 10554","   316","   128"," 35545","   129","120943","   177"," 33516","    93","  5547","   133","    91"," 13709","  1177","    42"," 11274","   233","  2617","    34"
"map00380.Tryptophan.metabolism","  1766","  7136","  3047","  4679","  2271","  3223","  1681","  5731","376600","377801","   555","   494","  1572","    55","   265","   263","   242","   203","   271","    52","    35","  3015","   128","   185","   640","  7233","    85","  1078","   180","    44"," 28158","    97","  4343","    39","181549","  4747","    91","  5805","  6301","    26","  3901","  4826","  4034","  7330","   463","  2479","  2177","   479","   675","    88","   116"," 10373","   213","   134"," 34448","   136","125655","   199"," 31955","   108","  6101","   141","   168"," 13402","  1112","    52","  8930","   267","  3101","    37"
"map00020.Citrate.cycle..TCA.cycle.","  2443"," 16241","  5615","  8266","  4390","  6151","  2865"," 18584","993422","951780","  1842","  1267","  2783","   109","   640","   534","   322","   423","   436","    93","    56","  4753","   321","   524","  1750"," 16714","   206","  2054","   393","    88","103201","   130"," 10404","   137","414433","  8177","   184","  8160"," 15153","    54","  7534","  9216","  6459"," 10555","  1078","  6812","  3906","  1002","  1458","   169","   236"," 22262","   763","   240"," 52134","   284","305061","   437"," 88816","   277"," 15435","   349","   123"," 67142","  2235","    96"," 24512","   592","  5641","    56"
"map00710.Carbon.fixation.in.photosynthetic.organisms","  6501"," 31959"," 18463"," 25143"," 16165"," 24574","  6853"," 34991","786189","864782","  4984","  1695","  5351","   242","   976","   738","   846","   625","   580","   172","   142"," 10503","   313","   810","  3881"," 26487","   300","  5736","   563","   149","149660","   162"," 12001","   207","606072"," 22496","   161"," 24866"," 26070","   159"," 20079"," 33894"," 24979"," 37073","  1762"," 13919","  7913","  1054","  3101","   285","   281"," 49040","  1033","   317"," 68169","   340","423709","   644"," 50356","   250"," 23016","   538","   272","125680","  7194","   121"," 38796","  1124","  6772","    85"
"map00720.Carbon.fixation.pathways.in.prokaryotes","  2834"," 16609","  4789","  8660","  4336","  7154","  2764"," 18339","630203","882369","  1818","  1051","  2545","    92","   628","   568","   389","   336","   382","    82","    61","  5668","   242","   911","  1570"," 26361","   147","  2211","   426","   107","103622","   106"," 10616","   146","500123","  6854","   100","  8908"," 12754","    63","  8460"," 10144","  5149"," 12486","  1163","  8292","  4432","   785","  1381","   199","   164"," 18716","   894","   262"," 43906","   241","388274","   430"," 47006","   195"," 16205","   435","   173"," 87409","  2829","    92"," 31974","   569","  5246","    78"
"map00480.Glutathione.metabolism","  1948","  7907","  2192","  4274","  1811","  3511","  1248","  6673","260416","283075","   908","   404","   973","    63","   258","   247","   130","   147","   169","    45","    67","  2172","   108","   275","   721"," 15755","   100","  1389","   102","    60"," 17726","    76","  4285","    73","144049","  4062","    50","  5780","  6338","    27","  3279","  3755","  1919","  6398","   422","  4397","  1726","   330","   608","   105","    80"," 10214","   255","    81"," 14001","   110"," 92216","   161"," 18106","   108","  5311","   154","   133"," 12592","  1927","    69","  7875","   192","  2759","    54"
"map00030.Pentose.phosphate.pathway","  2366"," 14224","  3945","  7424","  4298","  3909","  2210"," 24573","776213","814421","  3172","   903","  1966","   138","   489","   576","   360","   400","   448","    73","    90","  3923","   251","   642","  3183"," 24375","   117","  2920","   405","   116"," 87377","    93","  6250","   109","431580","  5767","    95"," 10136","  8869","    43","  6322","  6534","  4545","  8332","  1142","  3752","  5319","   856","   930","   178","   212"," 16460","   600","   243"," 42309","   252","411085","   450"," 31331","   127"," 12758","   363","   146"," 68038","  4239","    72"," 21429","   541","  3855","    39"
"map00140.Steroid.hormone.biosynthesis","  4","  0"," 12"," 52","  9","  0","  0"," 48","  9","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  6"," 75","  0","  3","  0","  1"," 25","  0","  0","  0"," 57"," 19","  0","  3"," 59","  0"," 74"," 21","  7"," 20","  2","  0","  0","  2","  0","  0","  1"," 35","  0","  0","  1","  0","162","  0","211","  0","  1","  0","  0","  0","  0","  0","244","  1","  0","  0"
"map00290.Valine..leucine.and.isoleucine.biosynthesis.","  1663","  9406","  2542","  2867","  2499","  2768","  1655"," 11556","651926","614458","  1234","   615","  1131","    61","   248","   314","   144","   234","   185","    24","    33","  2282","   173","   429","  1597","  9641","    78","  1427","   204","    16"," 29199","    49","  3327","    45","168716","  3248","    97","  5752","  6725","    35","  3198","  3857","  3396","  4409","   482","  2674","  3606","   569","   660","   102","   150","  8243","   337","   134"," 28965","   145","264120","   248"," 28615","    93","  6060","   176","   106"," 22392","  2644","    37","  7739","   360","  2664","    12"
"map00660.C5.Branched.dibasic.acid.metabolism","  1051","  5963","  1603","  1232","   847","  2102","  1038","  6262","401788","358565","   459","   364","   676","    25","    97","   118","   116","   131","   111","     8","    19","  1433","   113","   250","   907","  3795","    26","   997","   114","     7"," 13596","    17","  1683","    27"," 81967","  2220","    42","  2678","  4721","    11","  1878","  2151","  1443","  2043","   241","  1513","  1722","   319","   377","    61","    87","  4708","   149","    83"," 14936","    67","161353","   150"," 17050","    39","  3359","   100","    80","  7946","  1042","    24","  3738","   205","  1054","     3"
"map00770.Pantothenate.and.CoA.biosynthesis","  1695","  8627","  3405","  2684","  2380","  3040","  1425","  9436","538430","564955","  1250","   633","  1229","    59","   246","   275","   179","   224","   207","    46","    36","  2098","   195","   398","  1642","  9049","    58","  1543","   216","    49"," 31280","   107","  4427","    39","239023","  3538","    79","  5043","  5947","    41","  2296","  4031","  2937","  6099","   599","  2182","  3268","   550","   719","   112","   112","  8517","   355","   140"," 42663","   140","218042","   247"," 21652","   113","  6917","   186","   129"," 26154","  2747","    46"," 11573","   332","  3051","    26"
"map00360.Phenylalanine.metabolism"," 2282"," 5553"," 2824"," 3419"," 2466"," 4587","  898"," 3271","36110","39788","  127","  233"," 1020","   55","  180","  123","  178","   41","  137","   31","   23"," 2985","   23","   50","  174"," 5052","   67","  886","   31","   16"," 7618","   26"," 2969","   27","24266"," 4021","   34"," 3160"," 7224","   16"," 4528"," 4237"," 2454"," 5006","   99"," 2884","  566","   90","  561","   23","   33"," 8848","   81","   33"," 4142","   37","14054","   49","10696","   65"," 4252","   42","   62"," 7293","  725","   17"," 4896","  228"," 1795","   15"
"map00622.Xylene.degradation"," 152"," 249"," 251"," 163"," 366"," 148"," 226"," 224","1828","7360","   9","  14"," 262","   3","   5","  51","  33","   0","  42","   4","   4"," 493","   5","  17","  44"," 552","   7","  33","   6","   0"," 606","   0"," 471","   1","4014","1359","   3","  15"," 469","   4"," 377"," 685"," 312","1021","  14"," 131"," 136","  23","  94","   3","   3"," 929","   4","   6"," 549","  14","1745","   7","1596","   6"," 858","   4","  24"," 278","  78","   1"," 688","   8"," 190","   0"
"map00623.Toluene.degradation"," 310"," 190","  45"," 649"," 417"," 229"," 149"," 489"," 255"," 327","   4","   8"," 141","   4","  16","   4","   2","   2","  12","   0","   0","  56","   1","   7","   1"," 168","   5","  20","   7","   1"," 237","   2"," 269","   0"," 457"," 413","   1","  87"," 175","   6"," 404"," 288"," 202"," 980","   3"," 202","  82","   2","  33","   3","   2","1037","   3","   4"," 470","   2"," 324","  18"," 953","   8"," 775","   4","  18","  91","  42","   1"," 373","  28","  53","   1"
